ip,cpu_usage,memory_usage,network_traffic,execution_time,latency
10.1.40.41,27.32,53.86,369.0,70.0,104.92
10.1.40.42,11.05,50.18,418.0,62.0,79.1
10.1.40.43,5.27,40.95,777.0,30.0,54.11
10.1.40.44,7.35,92.91,411.0,10.0,20.02
10.1.40.45,34.5,64.96,441.0,62.0,135.37
10.1.40.46,72.08,32.36,648.0,90.0,305.95
10.1.40.47,61.46,44.52,139.0,41.0,29.96
10.1.40.48,10.55,5.99,899.0,54.0,39.87
10.1.40.49,74.41,96.69,142.0,27.0,32.91
10.1.40.50,62.6,32.65,15.0,28.0,2.01
10.1.40.51,72.83,51.98,918.0,92.0,524.71
10.1.40.52,77.71,87.92,143.0,48.0,57.21
10.1.40.53,76.13,8.06,199.0,25.0,21.21
10.1.40.54,25.4,8.44,482.0,19.0,15.13
10.1.40.55,17.38,52.96,347.0,84.0,102.67
10.1.40.56,99.33,64.78,659.0,44.0,237.61
10.1.40.57,82.14,9.96,449.0,17.0,34.76
10.1.40.58,84.64,98.31,185.0,10.0,17.41
10.1.40.59,97.91,71.99,107.0,15.0,13.65
10.1.40.60,29.25,36.24,551.0,8.0,15.22
10.1.40.61,23.41,33.59,284.0,87.0,70.81
10.1.40.62,17.21,86.47,51.0,37.0,9.58
10.1.40.63,66.16,52.88,218.0,41.0,53.08
10.1.40.64,44.12,28.28,744.0,27.0,72.19
10.1.40.65,9.74,63.99,476.0,76.0,132.76
10.1.40.66,12.94,36.2,980.0,96.0,231.61
10.1.40.67,76.69,46.02,337.0,62.0,127.86
10.1.40.68,82.56,29.66,25.0,69.0,9.83
10.1.40.69,35.59,57.93,55.0,63.0,16.12
10.1.40.70,7.93,46.8,345.0,59.0,55.42
10.1.40.71,5.58,40.28,712.0,72.0,118.11
10.1.40.72,88.29,13.92,326.0,5.0,8.84
10.1.40.73,93.78,25.98,183.0,96.0,104.64
10.1.40.74,88.14,82.75,92.0,44.0,34.85
10.1.40.75,54.02,30.55,431.0,72.0,130.82
10.1.40.76,86.31,53.21,832.0,72.0,420.35
10.1.40.77,74.35,60.88,301.0,32.0,65.31
10.1.40.78,12.45,13.35,695.0,34.0,30.46
10.1.40.79,36.87,78.25,123.0,56.0,39.62
10.1.40.80,37.97,8.78,991.0,38.0,87.95
10.1.40.81,56.11,76.19,756.0,38.0,190.27
10.1.40.82,23.66,42.14,577.0,35.0,65.83
10.1.40.83,68.65,63.74,772.0,2.0,11.03
10.1.40.84,12.66,18.05,745.0,98.0,112.05
10.1.40.85,58.5,32.18,515.0,13.0,29.54
10.1.40.86,42.9,83.39,645.0,38.0,156.65
10.1.40.87,83.57,32.36,661.0,96.0,367.22
10.1.40.88,14.93,95.41,393.0,19.0,41.88
10.1.40.89,84.04,97.32,444.0,83.0,331.85
10.1.40.90,74.92,55.41,801.0,71.0,370.65
10.1.40.91,52.51,19.52,902.0,47.0,151.4
10.1.40.92,72.59,81.65,273.0,35.0,72.91
10.1.40.93,99.05,20.64,354.0,39.0,83.73
10.1.40.94,80.9,61.25,344.0,73.0,178.53
10.1.40.95,84.76,90.51,889.0,59.0,458.58
10.1.40.96,46.18,16.87,458.0,38.0,54.24
10.1.40.97,99.35,84.84,366.0,36.0,122.82
10.1.40.98,36.81,21.39,679.0,91.0,179.64
10.1.40.99,65.92,95.88,963.0,61.0,476.76
10.1.40.100,33.09,88.02,613.0,19.0,69.17
10.1.40.101,57.37,71.94,304.0,3.0,5.51
10.1.40.102,72.73,22.42,775.0,1.0,2.59
10.1.40.103,80.43,54.7,759.0,80.0,412.63
10.1.40.104,48.33,60.96,675.0,60.0,221.99
10.1.40.105,21.75,25.21,521.0,74.0,90.54
10.1.40.106,43.95,73.56,764.0,23.0,105.36
10.1.40.107,58.35,47.26,727.0,73.0,281.43
10.1.40.108,35.93,66.99,855.0,89.0,391.37
10.1.40.109,43.47,58.0,887.0,10.0,43.2
10.1.40.110,43.12,20.71,345.0,54.0,58.85
10.1.40.111,94.91,22.7,31.0,34.0,6.19
10.1.40.112,11.23,39.21,660.0,83.0,137.72
10.1.40.113,11.14,5.92,995.0,86.0,72.7
10.1.40.114,26.18,97.27,944.0,44.0,259.0
10.1.40.115,7.13,12.84,23.0,8.0,0.17
10.1.40.116,95.5,23.73,431.0,21.0,54.11
10.1.40.117,71.8,21.86,816.0,38.0,145.3
10.1.40.118,62.05,82.39,231.0,94.0,156.78
10.1.40.119,51.47,11.63,610.0,41.0,78.63
10.1.40.120,65.55,25.62,19.0,26.0,2.24
10.1.40.121,79.31,13.87,233.0,52.0,57.01
10.1.40.122,62.24,82.97,13.0,67.0,6.19
10.1.40.123,22.75,56.85,668.0,12.0,30.69
10.1.40.124,60.98,59.53,696.0,29.0,121.23
10.1.40.125,33.47,49.22,131.0,2.0,0.82
10.1.40.126,73.93,12.17,354.0,32.0,48.61
10.1.40.127,93.94,36.04,109.0,21.0,14.84
10.1.40.128,6.3,37.28,261.0,64.0,36.46
10.1.40.129,34.41,66.66,52.0,44.0,11.62
10.1.40.130,17.15,44.05,693.0,36.0,76.0
10.1.40.131,75.64,80.74,304.0,8.0,17.98
10.1.40.132,62.87,12.81,205.0,65.0,50.17
10.1.40.133,8.44,6.01,783.0,78.0,44.37
10.1.40.134,31.19,38.06,792.0,9.0,23.33
10.1.40.135,59.56,26.33,180.0,1.0,0.5
10.1.40.136,9.62,71.67,32.0,54.0,7.0
10.1.40.137,12.73,42.64,445.0,78.0,96.33
10.1.40.138,34.17,48.44,685.0,70.0,197.13
10.1.40.139,38.86,77.41,54.0,13.0,4.15
10.1.40.140,21.94,65.18,762.0,99.0,330.04
10.1.40.141,78.84,45.52,645.0,77.0,307.81
10.1.40.142,98.25,32.98,432.0,49.0,138.87
10.1.40.143,65.44,53.67,176.0,34.0,36.02
10.1.40.144,29.62,41.23,51.0,71.0,12.78
10.1.40.145,16.75,74.41,560.0,83.0,212.15
10.1.40.146,10.59,34.16,983.0,48.0,104.71
10.1.40.147,31.85,38.99,108.0,84.0,32.28
10.1.40.148,95.05,92.89,377.0,60.0,212.84
10.1.40.149,81.96,11.54,661.0,49.0,152.84
10.1.40.150,24.96,43.56,333.0,48.0,55.13
10.1.40.151,25.37,72.8,261.0,20.0,25.93
10.1.40.152,38.4,85.9,936.0,4.0,25.86
10.1.40.153,64.62,81.68,738.0,15.0,78.38
10.1.40.154,20.55,38.16,891.0,3.0,7.55
10.1.40.155,74.92,25.88,277.0,15.0,20.29
10.1.40.156,55.82,90.06,70.0,94.0,48.24
10.1.40.157,7.62,39.96,699.0,95.0,158.57
10.1.40.158,99.81,32.68,894.0,58.0,340.88
10.1.40.159,63.63,46.99,951.0,30.0,157.61
10.1.40.160,63.75,17.21,150.0,66.0,40.05
10.1.40.161,67.87,67.14,571.0,23.0,89.86
10.1.40.162,66.42,84.1,340.0,93.0,238.84
10.1.40.163,88.42,95.06,537.0,82.0,403.48
10.1.40.164,41.96,15.59,631.0,72.0,130.24
10.1.40.165,86.36,14.75,964.0,46.0,222.42
10.1.40.166,57.06,17.26,636.0,6.0,13.54
10.1.40.167,30.98,46.32,544.0,19.0,39.18
10.1.40.168,68.85,27.88,615.0,46.0,138.17
10.1.40.169,57.03,50.46,828.0,60.0,265.89
10.1.40.170,61.16,47.05,36.0,88.0,17.11
10.1.40.171,13.73,64.9,130.0,98.0,50.38
10.1.40.172,44.51,82.64,905.0,18.0,103.27
10.1.40.173,91.84,87.78,321.0,17.0,48.21
10.1.40.174,31.6,72.86,901.0,33.0,157.32
10.1.40.175,10.34,11.16,980.0,12.0,12.91
10.1.40.176,55.63,35.82,128.0,38.0,22.19
10.1.40.177,30.5,76.32,334.0,59.0,105.9
10.1.40.178,13.92,19.47,497.0,98.0,81.52
10.1.40.179,31.19,35.08,92.0,61.0,18.58
10.1.40.180,34.22,34.49,497.0,78.0,133.31
10.1.40.181,19.0,59.62,365.0,48.0,69.33
10.1.40.182,53.12,22.75,777.0,23.0,67.07
10.1.40.183,63.7,11.25,9.0,53.0,1.73
10.1.40.184,91.61,46.12,451.0,74.0,230.04
10.1.40.185,91.4,77.25,532.0,91.0,406.94
10.1.40.186,66.3,95.69,879.0,89.0,632.86
10.1.40.187,64.82,7.89,623.0,15.0,34.93
10.1.40.188,56.14,10.52,8.0,70.0,1.77
10.1.40.189,27.95,7.49,666.0,95.0,112.32
10.1.40.190,20.73,39.08,85.0,20.0,5.12
10.1.40.191,16.19,22.63,796.0,14.0,22.01
10.1.40.192,15.03,79.91,598.0,6.0,17.56
10.1.40.193,25.38,9.67,607.0,84.0,89.66
10.1.40.194,7.0,90.85,981.0,78.0,373.9
10.1.40.195,44.81,52.68,77.0,61.0,22.79
10.1.40.196,89.74,79.18,73.0,88.0,54.16
10.1.40.197,61.09,74.18,147.0,30.0,30.1
10.1.40.198,13.93,5.29,526.0,50.0,25.33
10.1.40.199,96.83,41.42,209.0,52.0,75.65
10.1.40.200,66.01,90.91,415.0,45.0,147.31
10.1.40.201,61.07,39.61,38.0,49.0,9.32
10.1.40.202,20.89,91.78,187.0,31.0,32.37
10.1.40.203,67.22,58.87,577.0,34.0,125.44
10.1.40.204,13.32,43.87,414.0,94.0,111.05
10.1.40.205,65.57,71.6,515.0,34.0,121.86
10.1.40.206,45.5,94.53,626.0,80.0,348.9
10.1.40.207,12.65,89.7,111.0,39.0,22.38
10.1.40.208,90.58,8.08,514.0,24.0,60.3
10.1.40.209,91.64,85.41,559.0,56.0,278.55
10.1.40.210,21.52,39.13,406.0,46.0,56.44
10.1.40.211,42.11,54.9,2.0,31.0,0.3
10.1.40.212,42.19,39.64,419.0,13.0,21.49
10.1.40.213,66.86,84.11,879.0,47.0,312.01
10.1.40.214,42.67,30.94,911.0,51.0,170.97
10.1.40.215,59.83,13.86,13.0,33.0,1.56
10.1.40.216,30.13,79.08,117.0,36.0,23.28
10.1.40.217,19.52,23.25,286.0,61.0,37.02
10.1.40.218,51.39,44.15,527.0,15.0,37.62
10.1.40.219,15.05,93.96,104.0,24.0,13.63
10.1.40.220,74.29,13.12,956.0,30.0,125.74
10.1.40.221,85.11,82.86,798.0,55.0,371.62
10.1.40.222,5.72,24.3,366.0,20.0,11.21
10.1.40.223,64.15,77.08,71.0,29.0,14.47
10.1.40.224,68.26,49.42,464.0,92.0,252.08
10.1.40.225,67.45,98.37,669.0,38.0,212.19
10.1.40.226,74.06,77.32,197.0,31.0,46.5
10.1.40.227,41.35,31.74,306.0,49.0,54.41
10.1.40.228,81.14,9.16,224.0,85.0,86.31
10.1.40.229,9.52,5.27,468.0,80.0,27.66
10.1.40.230,14.6,52.86,748.0,53.0,132.59
10.1.40.231,67.4,18.02,700.0,66.0,196.91
10.1.40.232,91.66,31.16,810.0,27.0,132.51
10.1.40.233,8.81,94.66,236.0,63.0,77.32
10.1.40.234,13.15,50.57,793.0,57.0,143.19
10.1.40.235,97.87,90.08,51.0,15.0,7.18
10.1.40.236,34.71,61.57,128.0,74.0,45.85
10.1.40.237,24.72,63.49,733.0,24.0,76.97
10.1.40.238,63.08,45.0,777.0,54.0,226.99
10.1.40.239,71.31,26.62,368.0,88.0,158.78
10.1.40.240,56.59,20.81,693.0,61.0,163.71
10.1.40.241,25.19,66.11,818.0,23.0,84.37
10.1.40.242,95.83,76.31,818.0,21.0,149.45
10.1.40.243,45.97,87.91,432.0,50.0,144.33
10.1.40.244,28.61,33.84,705.0,90.0,197.49
10.1.40.245,83.74,42.18,578.0,87.0,316.13
10.1.40.246,59.51,38.3,384.0,33.0,61.34
10.1.40.247,84.02,62.48,638.0,31.0,146.92
10.1.40.248,67.57,87.87,3.0,44.0,1.17
10.1.40.249,13.68,40.89,113.0,64.0,19.97
10.1.40.250,51.5,57.14,160.0,43.0,37.87
10.1.40.251,35.38,78.61,661.0,1.0,1.9
10.1.40.252,38.1,41.03,821.0,36.0,117.48
10.1.40.253,21.28,68.41,807.0,59.0,213.67
10.1.40.254,11.73,41.45,917.0,68.0,166.77
10.1.40.255,40.02,34.05,829.0,64.0,195.14
10.1.41.1,26.42,38.53,307.0,55.0,55.09
10.1.41.2,92.28,31.51,193.0,36.0,43.54
10.1.41.3,65.88,54.74,0.0,49.0,0.06
10.1.41.4,24.8,8.61,486.0,75.0,60.83
10.1.41.5,66.52,82.25,778.0,100.0,577.52
10.1.41.6,74.56,11.36,205.0,21.0,18.46
10.1.41.7,51.17,78.21,696.0,9.0,42.13
10.1.41.8,40.48,77.5,606.0,9.0,32.6
10.1.41.9,62.71,27.95,582.0,32.0,84.06
10.1.41.10,7.75,43.75,654.0,70.0,118.09
10.1.41.11,50.69,78.82,687.0,80.0,356.62
10.1.41.12,63.45,79.51,87.0,87.0,53.95
10.1.41.13,49.68,27.21,600.0,5.0,11.43
10.1.41.14,61.66,60.48,280.0,21.0,35.43
10.1.41.15,84.72,48.52,553.0,30.0,111.51
10.1.41.16,90.57,24.59,806.0,49.0,226.18
10.1.41.17,26.77,16.49,289.0,7.0,4.12
10.1.41.18,59.64,85.4,825.0,91.0,543.36
10.1.41.19,59.27,44.87,127.0,3.0,2.13
10.1.41.20,50.09,45.76,439.0,19.0,40.77
10.1.41.21,49.76,90.81,757.0,10.0,50.67
10.1.41.22,20.3,48.86,105.0,53.0,19.34
10.1.41.23,57.24,62.55,475.0,75.0,212.72
10.1.41.24,57.23,35.39,525.0,19.0,47.24
10.1.41.25,95.37,86.62,793.0,27.0,192.22
10.1.41.26,26.29,98.39,267.0,80.0,132.48
10.1.41.27,75.95,25.93,837.0,71.0,301.74
10.1.41.28,77.18,8.97,651.0,4.0,10.88
10.1.41.29,52.39,77.9,242.0,40.0,63.5
10.1.41.30,86.96,89.9,486.0,5.0,20.18
10.1.41.31,59.34,19.7,588.0,97.0,224.13
10.1.41.32,81.81,52.84,470.0,91.0,287.9
10.1.41.33,38.81,24.84,709.0,68.0,153.18
10.1.41.34,67.09,23.41,354.0,78.0,124.33
10.1.41.35,72.04,41.69,468.0,82.0,219.37
10.1.41.36,55.39,52.85,245.0,3.0,4.47
10.1.41.37,54.39,96.56,807.0,69.0,418.99
10.1.41.38,86.52,6.01,497.0,86.0,198.32
10.1.41.39,36.32,87.2,355.0,90.0,196.86
10.1.41.40,77.57,50.08,897.0,39.0,221.64
10.1.41.41,31.7,91.34,773.0,50.0,236.77
10.1.41.42,17.92,59.79,461.0,37.0,66.29
10.1.41.43,21.84,49.41,582.0,29.0,59.08
10.1.41.44,38.08,67.76,414.0,35.0,76.55
10.1.41.45,61.57,78.88,760.0,30.0,158.63
10.1.41.46,12.11,43.52,513.0,14.0,20.35
10.1.41.47,24.99,27.03,846.0,33.0,71.55
10.1.41.48,49.96,55.1,927.0,59.0,287.98
10.1.41.49,12.48,84.38,788.0,61.0,234.47
10.1.41.50,82.89,66.3,248.0,3.0,5.68
10.1.41.51,45.06,34.78,75.0,4.0,1.17
10.1.41.52,63.35,12.81,122.0,75.0,34.91
10.1.41.53,7.82,77.55,234.0,6.0,5.52
10.1.41.54,13.52,99.94,151.0,5.0,4.64
10.1.41.55,93.16,5.25,46.0,15.0,3.47
10.1.41.56,84.32,28.27,883.0,13.0,62.33
10.1.41.57,94.92,16.01,622.0,25.0,85.55
10.1.41.58,38.34,30.82,766.0,7.0,17.51
10.1.41.59,42.86,14.02,426.0,24.0,29.26
10.1.41.60,47.79,13.73,288.0,8.0,7.36
10.1.41.61,58.07,38.87,274.0,4.0,5.74
10.1.41.62,5.15,5.83,596.0,47.0,15.37
10.1.41.63,94.85,86.91,522.0,89.0,423.68
10.1.41.64,69.36,14.29,95.0,67.0,26.76
10.1.41.65,42.4,62.45,51.0,48.0,12.77
10.1.41.66,24.76,95.87,636.0,17.0,66.88
10.1.41.67,36.94,85.64,182.0,90.0,100.36
10.1.41.68,93.13,36.38,326.0,58.0,122.1
10.1.41.69,94.24,13.04,101.0,66.0,35.46
10.1.41.70,90.39,59.54,582.0,16.0,69.33
10.1.41.71,24.52,61.56,536.0,64.0,147.64
10.1.41.72,95.98,22.78,520.0,10.0,30.56
10.1.41.73,78.3,77.36,843.0,62.0,404.22
10.1.41.74,71.89,78.68,194.0,93.0,135.63
10.1.41.75,56.58,70.04,929.0,10.0,58.26
10.1.41.76,63.36,75.23,767.0,74.0,391.62
10.1.41.77,13.42,8.36,921.0,88.0,88.11
10.1.41.78,34.82,14.04,443.0,52.0,56.78
10.1.41.79,25.89,9.51,488.0,80.0,69.46
10.1.41.80,55.42,85.65,469.0,82.0,271.96
10.1.41.81,35.11,68.17,674.0,32.0,112.57
10.1.41.82,53.87,54.88,877.0,96.0,456.87
10.1.41.83,14.91,72.79,341.0,10.0,15.0
10.1.41.84,50.74,45.0,450.0,66.0,142.63
10.1.41.85,64.12,81.99,263.0,53.0,101.45
10.1.41.86,52.49,6.03,620.0,71.0,129.39
10.1.41.87,85.97,86.4,35.0,5.0,1.58
10.1.41.88,34.32,84.72,16.0,39.0,3.78
10.1.41.89,20.98,63.32,885.0,1.0,4.23
10.1.41.90,64.9,83.74,561.0,45.0,188.13
10.1.41.91,6.36,55.46,698.0,45.0,97.87
10.1.41.92,74.74,45.89,705.0,87.0,368.69
10.1.41.93,62.72,30.51,701.0,31.0,100.46
10.1.41.94,54.6,65.73,426.0,39.0,101.15
10.1.41.95,91.26,85.92,66.0,28.0,16.6
10.1.41.96,54.93,45.81,247.0,86.0,107.3
10.1.41.97,28.98,96.83,539.0,77.0,260.08
10.1.41.98,49.05,64.5,971.0,55.0,302.48
10.1.41.99,31.33,36.41,71.0,69.0,16.42
10.1.41.100,15.01,41.67,341.0,51.0,48.76
10.1.41.101,85.97,65.26,96.0,81.0,58.29
10.1.41.102,77.62,94.49,613.0,59.0,312.43
10.1.41.103,42.18,35.12,590.0,16.0,36.8
10.1.41.104,67.11,93.6,376.0,44.0,132.61
10.1.41.105,70.41,33.58,35.0,92.0,16.82
10.1.41.106,84.25,6.22,660.0,59.0,177.21
10.1.41.107,96.05,97.28,623.0,84.0,507.75
10.1.41.108,37.14,6.2,528.0,42.0,48.04
10.1.41.109,76.93,26.22,93.0,25.0,12.1
10.1.41.110,17.74,62.49,447.0,65.0,116.37
10.1.41.111,16.15,20.97,119.0,36.0,7.9
10.1.41.112,7.71,60.86,896.0,21.0,63.88
10.1.41.113,97.94,8.93,372.0,48.0,96.45
10.1.41.114,71.39,9.82,489.0,24.0,47.5
10.1.41.115,82.59,93.37,96.0,95.0,79.73
10.1.41.116,83.36,49.11,237.0,63.0,99.43
10.1.41.117,6.89,5.35,391.0,88.0,21.11
10.1.41.118,71.21,96.96,743.0,48.0,297.16
10.1.41.119,32.72,50.25,168.0,47.0,32.88
10.1.41.120,40.19,80.89,41.0,16.0,4.06
10.1.41.121,74.3,15.71,636.0,85.0,242.18
10.1.41.122,25.93,43.4,117.0,33.0,13.5
10.1.41.123,8.62,29.31,232.0,38.0,16.57
10.1.41.124,79.36,44.7,702.0,20.0,88.08
10.1.41.125,76.64,43.25,303.0,25.0,45.77
10.1.41.126,63.45,42.58,644.0,49.0,166.5
10.1.41.127,14.85,87.7,305.0,87.0,135.4
10.1.41.128,43.7,90.34,197.0,25.0,32.96
10.1.41.129,21.61,53.65,694.0,30.0,77.02
10.1.41.130,47.3,31.89,949.0,34.0,128.68
10.1.41.131,89.33,72.05,7.0,7.0,0.43
10.1.41.132,51.77,33.99,113.0,8.0,4.01
10.1.41.133,95.52,77.05,612.0,73.0,387.78
10.1.41.134,17.27,87.0,923.0,14.0,66.01
10.1.41.135,72.3,28.33,738.0,77.0,284.77
10.1.41.136,41.56,48.04,967.0,37.0,162.09
10.1.41.137,52.94,31.71,507.0,80.0,172.1
10.1.41.138,86.23,88.78,92.0,12.0,9.58
10.1.41.139,47.86,59.93,958.0,100.0,514.57
10.1.41.140,48.04,17.76,17.0,13.0,0.74
10.1.41.141,91.81,51.98,853.0,24.0,149.98
10.1.41.142,36.32,85.43,613.0,22.0,82.53
10.1.41.143,73.58,94.56,948.0,7.0,52.8
10.1.41.144,11.49,18.28,675.0,34.0,34.49
10.1.41.145,92.47,31.79,380.0,38.0,89.92
10.1.41.146,74.02,52.01,787.0,58.0,288.27
10.1.41.147,5.56,36.68,125.0,77.0,20.36
10.1.41.148,58.87,44.74,51.0,41.0,10.88
10.1.41.149,67.98,25.85,879.0,48.0,197.85
10.1.41.150,93.56,40.77,427.0,10.0,30.09
10.1.41.151,38.09,67.5,183.0,24.0,23.51
10.1.41.152,22.38,34.45,645.0,29.0,53.4
10.1.41.153,31.15,30.98,964.0,53.0,158.6
10.1.41.154,41.55,27.87,922.0,11.0,34.39
10.1.41.155,32.11,91.43,718.0,74.0,329.87
10.1.41.156,66.24,69.43,5.0,32.0,1.1
10.1.41.157,5.66,8.55,761.0,23.0,12.26
10.1.41.158,35.91,7.13,143.0,22.0,6.63
10.1.41.159,91.15,44.05,264.0,69.0,122.26
10.1.41.160,46.73,62.99,231.0,93.0,117.52
10.1.41.161,56.42,91.36,80.0,23.0,13.91
10.1.41.162,25.23,36.15,678.0,36.0,74.58
10.1.41.163,6.05,13.64,222.0,91.0,20.0
10.1.41.164,99.24,13.3,73.0,73.0,29.79
10.1.41.165,82.63,87.8,139.0,41.0,48.97
10.1.41.166,38.74,88.44,626.0,4.0,17.04
10.1.41.167,15.94,51.33,312.0,55.0,58.03
10.1.41.168,14.52,30.72,878.0,45.0,89.46
10.1.41.169,24.79,67.24,774.0,93.0,330.44
10.1.41.170,47.47,82.66,96.0,2.0,1.22
10.1.41.171,6.55,69.5,462.0,91.0,159.8
10.1.41.172,91.6,19.54,843.0,75.0,348.92
10.1.41.173,37.98,98.85,242.0,4.0,6.87
10.1.41.174,62.7,16.63,506.0,4.0,7.36
10.1.41.175,44.89,87.85,217.0,16.0,22.45
10.1.41.176,46.34,62.2,405.0,27.0,58.78
10.1.41.177,19.96,15.65,580.0,29.0,29.88
10.1.41.178,99.46,23.53,144.0,3.0,2.62
10.1.41.179,92.19,76.13,576.0,41.0,197.34
10.1.41.180,30.96,65.9,520.0,55.0,138.86
10.1.41.181,81.16,36.42,629.0,27.0,98.68
10.1.41.182,54.71,41.95,469.0,6.0,12.71
10.1.41.183,70.36,89.32,34.0,34.0,9.16
10.1.41.184,67.81,50.24,219.0,36.0,46.81
10.1.41.185,92.4,86.77,28.0,7.0,1.69
10.1.41.186,33.81,22.93,786.0,26.0,58.85
10.1.41.187,93.86,44.83,705.0,90.0,437.76
10.1.41.188,66.89,41.96,342.0,56.0,104.14
10.1.41.189,25.07,34.15,452.0,65.0,86.73
10.1.41.190,9.31,68.19,534.0,22.0,45.64
10.1.41.191,70.82,40.42,754.0,84.0,351.78
10.1.41.192,16.51,5.49,384.0,97.0,40.92
10.1.41.193,30.75,38.7,153.0,82.0,43.37
10.1.41.194,54.28,54.94,588.0,79.0,253.24
10.1.41.195,53.2,63.72,758.0,90.0,400.69
10.1.41.196,57.48,97.63,772.0,29.0,172.3
10.1.41.197,92.29,67.14,846.0,68.0,457.44
10.1.41.198,35.34,27.46,564.0,49.0,86.49
10.1.41.199,13.08,99.38,808.0,69.0,315.42
10.1.41.200,71.55,97.99,885.0,23.0,173.82
10.1.41.201,60.17,63.64,485.0,70.0,210.44
10.1.41.202,66.02,98.52,845.0,34.0,234.08
10.1.41.203,10.98,37.71,698.0,57.0,97.5
10.1.41.204,42.49,82.43,123.0,58.0,44.33
10.1.41.205,86.49,12.88,296.0,82.0,120.15
10.1.41.206,28.73,38.53,340.0,84.0,95.69
10.1.41.207,60.69,56.52,519.0,62.0,189.3
10.1.41.208,50.0,95.15,732.0,25.0,132.22
10.1.41.209,17.64,74.16,647.0,88.0,261.58
10.1.41.210,52.9,63.54,644.0,36.0,133.38
10.1.41.211,49.24,14.5,369.0,40.0,46.59
10.1.41.212,22.7,50.61,79.0,13.0,3.81
10.1.41.213,35.21,58.66,871.0,51.0,208.79
10.1.41.214,12.0,42.51,408.0,50.0,55.73
10.1.41.215,70.37,22.11,845.0,76.0,295.45
10.1.41.216,48.72,77.82,37.0,20.0,4.63
10.1.41.217,62.49,44.87,593.0,69.0,218.6
10.1.41.218,32.81,82.99,731.0,34.0,145.17
10.1.41.219,14.71,86.78,283.0,13.0,19.2
10.1.41.220,77.14,73.38,855.0,70.0,449.6
10.1.41.221,14.44,52.79,239.0,81.0,65.06
10.1.41.222,51.54,65.92,274.0,22.0,34.59
10.1.41.223,50.78,66.49,438.0,18.0,45.46
10.1.41.224,86.8,16.81,510.0,7.0,19.39
10.1.41.225,16.34,67.84,518.0,40.0,86.25
10.1.41.226,30.7,91.54,816.0,11.0,56.86
10.1.41.227,88.38,45.57,415.0,0.0,0.9
10.1.41.228,93.6,77.36,846.0,70.0,508.79
10.1.41.229,7.48,91.72,807.0,13.0,51.18
10.1.41.230,74.56,6.25,566.0,88.0,201.07
10.1.41.231,90.54,25.03,20.0,92.0,10.74
10.1.41.232,8.82,14.37,692.0,3.0,2.08
10.1.41.233,27.7,60.49,244.0,51.0,54.71
10.1.41.234,21.01,67.47,395.0,33.0,58.48
10.1.41.235,79.83,73.17,648.0,50.0,245.85
10.1.41.236,43.94,36.51,527.0,40.0,85.01
10.1.41.237,7.09,89.36,492.0,55.0,129.33
10.1.41.238,5.5,80.16,727.0,78.0,241.83
10.1.41.239,52.9,24.8,430.0,76.0,126.61
10.1.41.240,55.59,26.35,601.0,62.0,152.59
10.1.41.241,14.34,49.99,426.0,59.0,80.7
10.1.41.242,61.19,72.07,517.0,45.0,156.32
10.1.41.243,15.14,69.88,932.0,62.0,247.08
10.1.41.244,67.93,12.49,863.0,80.0,277.35
10.1.41.245,36.37,7.23,193.0,19.0,7.8
10.1.41.246,33.01,34.47,396.0,77.0,103.03
10.1.41.247,60.82,54.19,807.0,25.0,117.38
10.1.41.248,22.42,29.28,638.0,4.0,7.16
10.1.41.249,74.22,30.08,576.0,75.0,225.07
10.1.41.250,91.3,20.98,669.0,78.0,292.11
10.1.41.251,59.36,44.15,54.0,24.0,6.63
10.1.41.252,67.53,58.6,489.0,9.0,28.04
10.1.41.253,84.35,92.56,834.0,93.0,688.08
10.1.41.254,75.43,57.79,281.0,2.0,4.18
10.1.41.255,77.31,42.81,525.0,4.0,14.17
10.1.42.1,46.34,82.11,327.0,24.0,50.23
10.1.42.2,15.5,85.29,515.0,3.0,6.93
10.1.42.3,95.87,88.77,665.0,48.0,293.53
10.1.42.4,81.5,98.39,804.0,62.0,450.05
10.1.42.5,26.56,35.45,783.0,13.0,31.94
10.1.42.6,53.53,50.14,871.0,66.0,300.06
10.1.42.7,47.15,44.17,221.0,75.0,76.15
10.1.42.8,9.36,62.59,351.0,66.0,83.65
10.1.42.9,73.38,40.74,620.0,90.0,319.85
10.1.42.10,7.18,48.2,441.0,72.0,87.61
10.1.42.11,13.37,87.61,489.0,71.0,174.96
10.1.42.12,57.15,29.24,117.0,97.0,49.03
10.1.42.13,26.98,5.62,107.0,62.0,10.84
10.1.42.14,37.69,11.52,806.0,30.0,60.37
10.1.42.15,74.24,32.88,735.0,31.0,122.46
10.1.42.16,70.99,13.36,869.0,88.0,323.49
10.1.42.17,5.19,86.59,677.0,28.0,88.44
10.1.42.18,57.74,67.67,900.0,3.0,16.02
10.1.42.19,77.0,88.95,958.0,2.0,14.29
10.1.42.20,63.08,62.47,33.0,33.0,6.93
10.1.42.21,80.38,13.57,154.0,23.0,16.69
10.1.42.22,57.26,77.35,537.0,77.0,279.15
10.1.42.23,37.39,74.65,242.0,55.0,74.63
10.1.42.24,25.99,28.28,643.0,63.0,110.4
10.1.42.25,58.14,40.21,720.0,23.0,80.42
10.1.42.26,20.89,18.94,896.0,26.0,45.59
10.1.42.27,73.17,70.28,658.0,39.0,184.5
10.1.42.28,33.2,78.39,817.0,19.0,85.65
